Id,Predicted
0,3218.0
1,2782.0
2,3394.0
3,1966.0
4,2778.0
5,2108.0
6,2123.0
7,3287.0
8,2689.0
9,4061.0
10,2089.0
11,2755.0
12,2898.0
13,2563.0
14,2176.0
15,2669.0
16,1966.0
17,2595.0
18,2366.0
19,2919.0
20,1844.0
21,2893.0
22,2344.0
23,2937.0
24,3026.0
25,1961.0
26,2388.0
27,2561.0
28,2309.0
29,3219.0
30,3096.0
31,2437.0
32,2320.0
33,2362.0
34,1883.0
35,1999.0
36,1489.0
37,2547.0
38,2857.0
39,3036.0
40,1993.0
41,2995.0
42,2967.0
43,2804.0
44,1845.0
45,3268.0
46,2336.0
47,2397.0
48,2101.0
49,1868.0
50,1877.0
51,2713.0
52,2371.0
53,1707.0
54,1908.0
55,3493.0
56,2853.0
57,3014.0
58,2252.0
59,2981.0
60,2356.0
61,2404.0
62,2959.0
63,2319.0
64,2848.0
65,2929.0
66,2545.0
67,2535.0
68,2228.0
69,2792.0
70,1614.0
71,2200.0
72,2750.0
73,2050.0
74,2658.0
75,2979.0
76,2046.0
77,2244.0
78,3175.0
79,2722.0
80,2776.0
81,2595.0
82,3282.0
83,2344.0
84,2425.0
85,2392.0
86,3267.0
87,2343.0
88,2017.0
89,2363.0
90,2724.0
91,2363.0
92,2679.0
93,1956.0
94,3883.0
95,2397.0
96,2659.0
97,2153.0
98,2545.0
99,2459.0
100,2755.0
101,3101.0
102,2751.0
103,3426.0
104,2338.0
105,4092.0
106,1901.0
107,2171.0
108,2904.0
109,2489.0
110,1742.0
111,2065.0
112,3875.0
113,2252.0
114,1957.0
115,2030.0
116,2036.0
117,2434.0
118,2516.0
119,2021.0
120,3279.0
121,2485.0
122,3713.0
123,2693.0
124,2517.0
125,2916.0
126,2469.0
127,1958.0
128,2979.0
129,3010.0
130,4202.0
131,1919.0
132,3441.0
133,3095.0
134,2522.0
135,2016.0
136,3279.0
137,2958.0
138,2395.0
139,2010.0
140,3077.0
141,3713.0
142,1917.0
143,2571.0
144,3046.0
145,2210.0
146,2746.0
147,2437.0
148,2619.0
149,2494.0
150,3266.0
151,2661.0
152,3262.0
153,3562.0
154,2095.0
155,3113.0
156,2294.0
157,2856.0
158,3064.0
159,3352.0
160,2586.0
161,2251.0
162,2418.0
163,3146.0
164,2720.0
165,2076.0
166,3350.0
167,1878.0
168,2939.0
169,2674.0
170,1921.0
171,2325.0
172,2439.0
173,2451.0
174,2340.0
175,2460.0
176,3150.0
177,3146.0
178,2017.0
179,2278.0
180,2258.0
181,3692.0
182,2499.0
183,2480.0
184,4398.0
185,2429.0
186,2223.0
187,2197.0
188,2842.0
189,2205.0
190,3382.0
191,2205.0
192,2860.0
193,3999.0
194,2530.0
195,2738.0
196,3204.0
197,1921.0
198,3382.0
199,2914.0
200,2652.0
201,2268.0
202,2055.0
203,2232.0
204,2000.0
205,2798.0
206,2799.0
207,2102.0
208,3459.0
209,2217.0
210,2473.0
211,2496.0
212,2579.0
213,3606.0
214,2128.0
215,2449.0
216,3030.0
217,2353.0
218,2114.0
219,2019.0
220,2817.0
221,2120.0
222,2399.0
223,2705.0
224,1832.0
225,2369.0
226,2353.0
227,2329.0
228,3547.0
229,2651.0
230,2071.0
231,3294.0
232,3279.0
233,3202.0
234,2508.0
235,2124.0
236,2154.0
237,3031.0
238,2605.0
239,2892.0
240,3171.0
241,2396.0
242,2508.0
243,2530.0
244,2743.0
245,2777.0
246,2997.0
247,2549.0
248,3446.0
249,3284.0
250,2662.0
251,1924.0
252,3723.0
253,2752.0
254,2368.0
255,2349.0
256,2335.0
257,1919.0
258,2205.0
259,2410.0
260,2148.0
261,2242.0
262,3451.0
263,2182.0
264,2294.0
265,3324.0
266,2534.0
267,2693.0
268,1944.0
269,2224.0
270,2795.0
271,2355.0
272,2138.0
273,2357.0
274,2077.0
275,2985.0
276,2412.0
277,2552.0
278,3616.0
279,2290.0
280,3681.0
281,2574.0
282,2910.0
283,3416.0
284,1427.0
285,3175.0
286,2586.0
287,2365.0
288,2532.0
289,3562.0
290,2259.0
291,2679.0
292,1848.0
293,4785.0
294,2572.0
295,3284.0
296,3670.0
297,1942.0
298,2554.0
299,2313.0
300,4252.0
301,2171.0
302,2096.0
303,2959.0
304,1895.0
305,2188.0
306,2523.0
307,2274.0
308,2196.0
309,1968.0
310,3485.0
311,2647.0
312,2350.0
313,2455.0
314,1994.0
315,1917.0
316,2338.0
317,1982.0
318,2186.0
319,2028.0
320,2354.0
321,1975.0
322,2221.0
323,3509.0
324,2973.0
325,2277.0
326,2500.0
327,3095.0
328,1768.0
329,3535.0
330,1856.0
331,2205.0
332,1872.0
333,3364.0
334,3208.0
335,2860.0
336,2162.0
337,2507.0
338,2775.0
339,3050.0
340,2306.0
341,3006.0
342,4422.0
343,3418.0
344,2043.0
345,2267.0
346,1957.0
347,1934.0
348,2310.0
349,3308.0
350,1687.0
351,2334.0
352,2371.0
353,2120.0
354,3027.0
355,2854.0
356,2547.0
357,2905.0
358,3328.0
359,2346.0
360,2710.0
361,2168.0
362,2230.0
363,3377.0
364,3530.0
365,2612.0
366,2489.0
367,3344.0
368,3129.0
369,2600.0
370,2092.0
371,1864.0
372,1948.0
373,2406.0
374,2492.0
375,2315.0
376,2521.0
377,2059.0
378,2710.0
379,2285.0
380,3184.0
381,2845.0
382,3662.0
383,2502.0
384,3721.0
385,3578.0
386,2096.0
387,2162.0
388,2416.0
389,2333.0
390,2071.0
391,2221.0
392,2987.0
393,3602.0
394,2311.0
395,2105.0
396,3244.0
397,2502.0
398,2415.0
399,2379.0
400,1844.0
401,1929.0
402,3511.0
403,2908.0
404,2109.0
405,2182.0
406,2240.0
407,3571.0
408,2197.0
409,3223.0
410,2818.0
411,1984.0
412,2551.0
413,2536.0
414,3168.0
415,2464.0
416,2019.0
417,2297.0
418,2561.0
419,2014.0
420,1924.0
421,2686.0
422,2256.0
423,2518.0
424,3476.0
425,1829.0
426,2734.0
427,2200.0
428,1877.0
429,2416.0
430,2523.0
431,1945.0
432,2031.0
433,3716.0
434,2898.0
435,2602.0
436,2069.0
437,2085.0
438,3089.0
439,1982.0
440,2836.0
441,3182.0
442,3492.0
443,2225.0
444,3786.0
445,2222.0
446,2239.0
447,2484.0
448,2781.0
449,2724.0
450,2491.0
451,2795.0
452,2472.0
453,2803.0
454,1995.0
455,4173.0
456,2237.0
457,2793.0
458,2078.0
459,2258.0
460,3181.0
461,2171.0
462,2610.0
463,2532.0
464,3030.0
465,2446.0
466,2518.0
467,2578.0
468,2318.0
469,2257.0
470,2882.0
471,2385.0
472,4055.0
473,1857.0
474,2237.0
475,2152.0
476,2217.0
477,2339.0
478,3471.0
479,1878.0
480,2501.0
481,4560.0
482,2366.0
483,2324.0
484,2535.0
485,2314.0
486,3706.0
487,2761.0
488,2650.0
489,4155.0
490,3489.0
491,2762.0
492,2257.0
493,2108.0
494,3034.0
495,3290.0
496,2538.0
497,2399.0
498,2559.0
499,1995.0
500,2281.0
501,2091.0
502,2432.0
503,3023.0
504,2632.0
505,2328.0
506,2514.0
507,2351.0
508,2406.0
509,3475.0
510,3546.0
511,1664.0
512,3144.0
513,2607.0
514,2903.0
515,3423.0
516,2148.0
517,2501.0
518,3081.0
519,4771.0
520,2081.0
521,2554.0
522,2408.0
523,2239.0
524,2356.0
525,1790.0
526,2699.0
527,2334.0
528,2589.0
529,2209.0
530,2464.0
531,3092.0
532,2263.0
533,2186.0
534,2239.0
535,3168.0
536,1962.0
537,2534.0
538,1992.0
539,2554.0
540,2271.0
541,2566.0
542,2226.0
543,2496.0
544,3848.0
545,2632.0
546,2570.0
547,2058.0
548,2968.0
549,2823.0
550,2625.0
551,2307.0
552,3534.0
553,3290.0
554,2559.0
555,2999.0
556,1779.0
557,2364.0
558,3322.0
559,2062.0
560,2330.0
561,2523.0
562,3039.0
563,2667.0
564,2045.0
565,2042.0
566,1919.0
567,2205.0
568,2415.0
569,2457.0
570,2501.0
571,2530.0
572,2763.0
573,2524.0
574,2058.0
575,1815.0
576,2030.0
577,2295.0
578,2572.0
579,3457.0
580,2243.0
581,2298.0
582,2167.0
583,4302.0
584,2348.0
585,2166.0
586,2001.0
587,3048.0
588,2241.0
589,2463.0
590,2905.0
591,2037.0
592,3436.0
593,2958.0
594,2282.0
595,2060.0
596,2156.0
597,2830.0
598,2026.0
599,2380.0
600,2109.0
601,2459.0
602,3496.0
603,2082.0
604,2462.0
605,2456.0
606,2225.0
607,2512.0
608,2653.0
609,3686.0
610,2514.0
611,2585.0
612,2715.0
613,3303.0
614,2291.0
615,2118.0
616,2597.0
617,3710.0
618,1867.0
619,2060.0
620,2093.0
621,1913.0
622,2303.0
623,2184.0
624,2244.0
625,1937.0
626,2112.0
627,1929.0
628,2138.0
629,2022.0
630,2296.0
631,2969.0
632,2671.0
633,2622.0
634,2240.0
635,2544.0
636,2229.0
637,2862.0
638,3000.0
639,2157.0
640,2752.0
641,2541.0
642,1969.0
643,2714.0
644,1558.0
645,2431.0
646,1843.0
647,1964.0
648,3221.0
649,2675.0
650,2324.0
651,3369.0
652,3544.0
653,2502.0
654,2202.0
655,2617.0
656,2042.0
657,3306.0
658,1980.0
659,2684.0
660,2558.0
661,2304.0
662,3114.0
663,3450.0
664,3558.0
665,3547.0
666,2196.0
667,1657.0
668,2389.0
669,2380.0
670,2055.0
671,2964.0
672,2902.0
673,2448.0
674,1996.0
675,2455.0
676,2656.0
677,2985.0
678,2684.0
679,2861.0
680,1929.0
681,2912.0
682,3132.0
683,3022.0
684,2619.0
685,2404.0
686,2322.0
687,2317.0
688,2153.0
689,2486.0
690,2158.0
691,2073.0
692,3477.0
693,2549.0
694,3326.0
695,2139.0
696,2303.0
697,2191.0
698,3285.0
699,1985.0
700,2465.0
701,2317.0
702,2587.0
703,2317.0
704,3014.0
705,1871.0
706,2631.0
707,2861.0
708,4225.0
709,3073.0
710,2596.0
711,3153.0
712,2440.0
713,2044.0
714,2687.0
715,3011.0
716,2120.0
717,3536.0
718,2462.0
719,3390.0
720,2560.0
721,1866.0
722,2235.0
723,2600.0
724,2385.0
725,2985.0
726,2313.0
727,2351.0
728,3018.0
729,2734.0
730,2344.0
731,3349.0
732,2380.0
733,2466.0
734,2704.0
735,2017.0
736,2291.0
737,2111.0
738,3297.0
739,2278.0
740,2207.0
741,2315.0
742,2903.0
743,2263.0
744,2492.0
745,3248.0
746,3364.0
747,2787.0
748,3011.0
749,2229.0
750,2902.0
751,1899.0
752,1973.0
753,3193.0
754,2780.0
755,2433.0
756,2286.0
757,2846.0
758,2282.0
759,2694.0
760,2266.0
761,3364.0
762,1714.0
763,3384.0
764,2916.0
765,1936.0
766,2603.0
767,2494.0
768,3455.0
769,1927.0
770,2270.0
771,2129.0
772,1857.0
773,2317.0
774,3218.0
775,3562.0
776,2713.0
777,2987.0
778,2209.0
779,2369.0
780,2514.0
781,3337.0
782,2605.0
783,2225.0
784,2487.0
785,2797.0
786,3140.0
787,2262.0
788,2982.0
789,2602.0
790,3215.0
791,3098.0
792,2187.0
793,3727.0
794,3212.0
795,2812.0
796,3112.0
797,3299.0
798,2669.0
799,2226.0
800,2633.0
801,2205.0
802,2471.0
803,3018.0
804,1897.0
805,1877.0
806,1850.0
807,2217.0
808,2039.0
809,3733.0
810,2637.0
811,2356.0
812,2254.0
813,2445.0
814,2537.0
815,2102.0
816,2063.0
817,2938.0
818,2977.0
819,2633.0
820,3139.0
821,2324.0
822,2335.0
823,2579.0
824,1922.0
825,2131.0
826,2258.0
827,2526.0
828,3620.0
829,2069.0
830,2477.0
831,2412.0
832,2952.0
833,3511.0
834,3527.0
835,2262.0
836,3735.0
837,3468.0
838,2812.0
839,3223.0
840,3145.0
841,3083.0
842,2987.0
843,1999.0
844,2862.0
845,2313.0
846,1582.0
847,2613.0
848,2063.0
849,1816.0
850,2938.0
851,3622.0
852,2451.0
853,2758.0
854,3179.0
855,2169.0
856,1626.0
857,2642.0
858,2283.0
859,2445.0
860,2377.0
861,2275.0
862,2307.0
863,2384.0
864,1958.0
865,3995.0
866,2924.0
867,2156.0
868,2511.0
869,2652.0
870,2701.0
871,2184.0
872,2641.0
873,2615.0
874,2005.0
875,2305.0
876,2736.0
877,2828.0
878,2883.0
879,3024.0
880,2084.0
881,3150.0
882,4077.0
883,2010.0
884,2928.0
885,2288.0
886,1977.0
887,2399.0
888,2837.0
889,2680.0
890,2943.0
891,2003.0
892,2638.0
893,3086.0
894,3374.0
895,2061.0
896,3550.0
897,3396.0
898,2703.0
899,2378.0
900,2755.0
901,2503.0
902,2347.0
903,2810.0
904,2661.0
905,2101.0
906,1904.0
907,2190.0
908,2355.0
909,3387.0
910,3462.0
911,2425.0
912,1868.0
913,2250.0
914,3139.0
915,2523.0
916,2282.0
917,2268.0
918,2746.0
919,2050.0
920,2380.0
921,2867.0
922,2074.0
923,2455.0
924,2374.0
925,2378.0
926,3450.0
927,2602.0
928,2477.0
929,2054.0
930,2705.0
931,2204.0
932,2791.0
933,1907.0
934,2956.0
935,2116.0
936,3275.0
937,2522.0
938,1999.0
939,1822.0
940,2444.0
941,1896.0
942,2004.0
943,2445.0
944,2223.0
945,2143.0
946,2368.0
947,2234.0
948,2351.0
949,2058.0
950,3674.0
951,1927.0
952,2080.0
953,2455.0
954,3000.0
955,2404.0
956,2878.0
957,2659.0
958,2391.0
959,2289.0
960,1957.0
961,2473.0
962,3133.0
963,1894.0
964,3591.0
965,2955.0
966,3304.0
967,2599.0
968,2850.0
969,2524.0
970,2224.0
971,2156.0
972,2267.0
973,2007.0
974,1950.0
975,2164.0
976,2034.0
977,2545.0
978,2681.0
979,2176.0
980,2582.0
981,2344.0
982,2790.0
983,2798.0
984,2025.0
985,2070.0
986,2328.0
987,2686.0
988,2096.0
989,1975.0
990,2340.0
991,2296.0
992,2951.0
993,3810.0
994,2474.0
995,2729.0
996,2757.0
997,2908.0
998,3021.0
999,3850.0
1000,3300.0
1001,3009.0
1002,3497.0
1003,2465.0
1004,1862.0
1005,5052.0
1006,2417.0
1007,2682.0
1008,2663.0
1009,2840.0
1010,2590.0
1011,1938.0
1012,3533.0
1013,2487.0
1014,3025.0
1015,3070.0
1016,2376.0
1017,2342.0
1018,3259.0
1019,1766.0
1020,2714.0
1021,2065.0
1022,3416.0
1023,2110.0
1024,2221.0
1025,3709.0
1026,3449.0
1027,1875.0
1028,2574.0
1029,1862.0
1030,1913.0
1031,2277.0
1032,2337.0
1033,1928.0
1034,2665.0
1035,3416.0
1036,2074.0
1037,1963.0
1038,2373.0
1039,2547.0
1040,3342.0
1041,1977.0
1042,4137.0
1043,2336.0
1044,1881.0
1045,2798.0
1046,2236.0
1047,1961.0
1048,2279.0
1049,2181.0
1050,1927.0
1051,2386.0
1052,2448.0
1053,2700.0
1054,2365.0
1055,3527.0
1056,3149.0
1057,3380.0
1058,2624.0
1059,2448.0
1060,2124.0
1061,2026.0
1062,2199.0
1063,2560.0
1064,2516.0
1065,2800.0
1066,2254.0
1067,2168.0
1068,3511.0
1069,2785.0
1070,1857.0
1071,2753.0
1072,2126.0
1073,3076.0
1074,4195.0
1075,3418.0
1076,2027.0
1077,2690.0
1078,2414.0
1079,3207.0
1080,2731.0
1081,3460.0
1082,2061.0
1083,2066.0
1084,2781.0
1085,2838.0
1086,1824.0
1087,2257.0
1088,2088.0
1089,2217.0
1090,3002.0
1091,2314.0
1092,2514.0
1093,2697.0
1094,2612.0
1095,3381.0
1096,2164.0
1097,3339.0
1098,2358.0
1099,2845.0
1100,2338.0
1101,3941.0
1102,1840.0
1103,1885.0
1104,2263.0
1105,2161.0
1106,3696.0
1107,1908.0
1108,3181.0
1109,2278.0
1110,2520.0
1111,2254.0
1112,3188.0
1113,2894.0
1114,3390.0
1115,2508.0
1116,2083.0
1117,2082.0
1118,2172.0
1119,2688.0
1120,2036.0
1121,2183.0
1122,2211.0
1123,2243.0
1124,2399.0
1125,1906.0
1126,3133.0
1127,3574.0
1128,2097.0
1129,1905.0
1130,2693.0
1131,2507.0
1132,2499.0
1133,2314.0
1134,2670.0
1135,1980.0
1136,3388.0
1137,2232.0
1138,2044.0
1139,2388.0
1140,2824.0
1141,2426.0
1142,1914.0
1143,3211.0
1144,2778.0
1145,2751.0
1146,2912.0
1147,2032.0
1148,2399.0
1149,1858.0
1150,2073.0
1151,2534.0
1152,4608.0
1153,1555.0
1154,2182.0
1155,2417.0
1156,2460.0
1157,1787.0
1158,3338.0
1159,2176.0
1160,2129.0
1161,2141.0
1162,2026.0
1163,1914.0
1164,2542.0
1165,2938.0
1166,2341.0
1167,2083.0
1168,2310.0
1169,1871.0
1170,2601.0
1171,2412.0
1172,1817.0
1173,3414.0
1174,2597.0
1175,2277.0
1176,2406.0
1177,3368.0
1178,2189.0
1179,1974.0
1180,2269.0
1181,3622.0
1182,3110.0
1183,1922.0
1184,2618.0
1185,2508.0
1186,2887.0
1187,2152.0
1188,2641.0
1189,2462.0
1190,2563.0
1191,2135.0
1192,2747.0
1193,3277.0
1194,2693.0
1195,2158.0
1196,2480.0
1197,2044.0
1198,2164.0
1199,2399.0
1200,2347.0
1201,2224.0
1202,2553.0
1203,2882.0
1204,2558.0
1205,2337.0
1206,2178.0
1207,1904.0
1208,2445.0
1209,2046.0
1210,4440.0
1211,2199.0
1212,2337.0
1213,2370.0
1214,2112.0
1215,2628.0
1216,2386.0
1217,3539.0
1218,2329.0
1219,2045.0
1220,2366.0
1221,2255.0
1222,2259.0
1223,2406.0
1224,2743.0
1225,2958.0
1226,2351.0
1227,1855.0
1228,2137.0
1229,2245.0
1230,2115.0
1231,2904.0
1232,3455.0
1233,2362.0
1234,3113.0
1235,1858.0
1236,3843.0
1237,3721.0
1238,1909.0
1239,1986.0
1240,2808.0
1241,3507.0
1242,2692.0
1243,3316.0
1244,2239.0
1245,2063.0
1246,1708.0
1247,2512.0
1248,2194.0
1249,2099.0
1250,2334.0
1251,2353.0
1252,3475.0
1253,2719.0
1254,2205.0
1255,2823.0
1256,2628.0
1257,2357.0
